Date,Bitcoin Open,Bitcoin High,Bitcoin Low,Ethereum Open,Ethereum High,Ethereum Low,Tether Open,Tether High,Tether Low,Solana Open,Solana High,Solana Low,Cardano Open,Cardano High, Cardano Low,Binance Open,Binance High,Binance Low
"Aug 8, 2024",55030.03,62673.77,54766.73,2336.92,2721.95,2322.53,1.0001,1.0019,0.9986,144.63,163.03,142.02,0.323701,0.353063,0.320317,474.2,521.04,469.19
"Aug 7, 2024",56040.63,57726.88,54620.51,2458.99,2551.56,2312.17,1.0004,1.0022,0.9998,144.09,155.01,142.75,0.330782,0.340582,0.317071,484.32,497.62,469
"Aug 6, 2024",53991.35,57059.92,53973.27,2417.27,2553.58,2416.53,1.0004,1.0024,0.9998,129.86,149.35,129.79,0.313156,0.33614,0.312515,464.63,492.9,464.29
"Aug 5, 2024",58110.30,58268.83,49121.24,2686.03,2695.89,2122.55,0.9996,1.0025,0.9987,138.05,139.14,110.61,0.343938,0.345469,0.279886,497.04,499.39,407.52
"Aug 4, 2024",60676.09,61062.99,57210.80,2903.09,2931.47,2639.57,0.9996,1.0011,0.9989,142.92,145.84,132.14,0.364106,0.366993,0.335569,529.48,531.62,488.25
"Aug 3, 2024",61414.81,62148.37,59836.53,2985.95,3015.30,2861.18,0.9987,1.0010,0.9983,152.64,153.78,140.22,0.363822,0.372484,0.35035,542.92,544.67,522.2
"Aug 2, 2024",65353.50,65523.22,61184.89,3201.60,3214.53,2965.73,0.9991,1.0010,0.9986,167.66,169.04,150.08,0.392706,0.394263,0.360289,575.15,577,540.12
"Aug 1, 2024",64625.84,65593.24,62248.94,3231.25,3241.78,3078.54,0.9997,1.0011,0.9987,171.83,172.69,157.99,0.388774,0.395075,0.369996,576.37,577.29,553.75
"Jul 31, 2024",66201.27,66810.21,64532.05,3278.69,3347.64,3216.07,0.9998,1.0012,0.9993,179.11,184.18,171.82,0.401677,0.407401,0.38796,587.67,592.52,575.25
"Jul 30, 2024",66819.05,66987.67,65323.19,3320.64,3365.32,3235.76,0.9998,1.0013,0.9994,182.77,184.18,176.02,0.404008,0.406977,0.396082,574.64,587.67,567.99
"Jul 29, 2024",68259.05,69987.54,66532.59,3271.45,3396.63,3257.72,0.9999,1.0013,0.9995,184.89,193.73,181.89,0.407387,0.426437,0.403783,584.1,596.65,573.99
"Jul 28, 2024",67808.66,68301.85,67085.83,3247.51,3283.15,3201.76,1,1.0011,0.9998,184.09,186.51,181.4,0.418195,0.420287,0.4056,581.59,584.69,575.04
"Jul 27, 2024",67911.81,69398.51,66705.22,3275.89,3327.43,3195.36,1.0002,1.0020,0.9996,183.14,188.14,178.6,0.417746,0.428685,0.414101,581.08,592.85,574.89
"Jul 26, 2024",65771.81,68207.60,65743.77,3174.05,3285.76,3172.78,0.9997,1.0011,0.9995,171.96,183.54,171.88,0.394672,0.419572,0.394586,570.71,582.77,570.45
"Jul 25, 2024",65375.88,66112.42,63473.47,3336.36,3341.44,3088.76,0.9999,1.0018,0.9994,178.03,179.52,165.93,0.406847,0.407874,0.382825,574.58,575.84,554.76
"Jul 24, 2024",65927.86,67113.98,65147.00,3482.15,3487.65,3304.04,1.0002,1.0014,0.9997,172.76,182.36,171.21,0.410089,0.420873,0.404686,582.1,588.87,570.95
"Jul 23, 2024",67584.80,67779.02,65484.46,3440.77,3539.53,3395.42,1.0004,1.0016,0.9996,178.98,180.5,170.99,0.426547,0.429299,0.404625,587.92,593.11,578.29
"Jul 22, 2024",68152.98,68480.06,66611.30,3536.63,3560.08,3425.80,1.0002,1.0013,0.9998,184.55,184.79,177.04,0.446057,0.449401,0.425344,601.85,605.19,587.77
"Jul 21, 2024",67164.91,68372.91,65842.30,3519.43,3546.62,3415.44,1.0005,1.0017,1,173.89,184.87,171.12,0.437637,0.448473,0.418958,593.57,603.66,583.54
"Jul 20, 2024",66709.92,67610.73,66299.62,3505.72,3539.90,3482.49,1.0005,1.0015,1.0002,169.18,174.83,167.56,0.439033,0.441672,0.428813,593.71,598.3,587.28
"Jul 19, 2024",63972.32,67442.64,63329.34,3425.91,3540.59,3377.88,0.9998,1.0016,0.9996,159.09,171.51,156.61,0.423898,0.442765,0.415931,571.93,598.05,565.97
"Jul 18, 2024",64104.74,65104.66,63246.16,3388.03,3488.72,3374.99,1.0003,1.0015,0.9997,155.59,161.59,155.57,0.43669,0.448664,0.420814,568.97,579.34,562.93
"Jul 17, 2024",65091.83,66066.73,63896.09,3446.74,3516.10,3379.10,1.0007,1.0014,1,160.56,163.6,155.07,0.438226,0.455223,0.436724,576.56,584.01,565.42
"Jul 16, 2024",64784.42,65354.34,62487.97,3486.14,3498.22,3351.78,1.0006,1.0013,1.0002,159.77,162.47,153.05,0.445492,0.452194,0.427386,586.01,587.4,556.67
"Jul 15, 2024",60815.46,64870.15,60704.93,3246.13,3494.10,3235.78,1.0004,1.0017,1.0002,147.67,159.94,147.2,0.432369,0.445582,0.432166,544.92,586.54,544.7
"Jul 14, 2024",59225.25,61329.53,59225.25,3176.74,3266.49,3166.43,1.0002,1.0013,1.0001,141.93,148.55,141.93,0.441437,0.444495,0.426165,532.38,547.36,532.11
"Jul 13, 2024",57908.74,59787.08,57796.44,3134.55,3199.99,3115.08,1.0003,1.0012,1,139.53,143.37,138.18,0.416527,0.44518,0.412321,533.76,539.2,527.76
"Jul 12, 2024",57341.20,58532.55,56590.18,3099.99,3154.60,3048.51,1.0001,1.0011,0.9998,135.86,140.42,134.16,0.395836,0.417659,0.394259,525.12,537.32,517.99
"Jul 11, 2024",57729.89,59299.43,57120.38,3101.34,3208.94,3057.22,0.9999,1.0016,0.9997,141.98,145.32,135.85,0.388803,0.404131,0.385638,524.58,540.08,521.04
"Jul 10, 2024",58033.88,59359.43,57178.41,3066.14,3148.41,3026.61,1.0002,1.0016,0.9997,141.37,145.85,138.86,0.375371,0.389623,0.372513,516.63,529.19,511.84
"Jul 9, 2024",56704.60,58239.20,56316.88,3018.80,3105.80,3005.52,0.9998,1.0011,0.9996,139.54,143.93,136.74,0.368965,0.380543,0.363778,510.54,520.65,507.27
"Jul 8, 2024",55849.57,58131.34,54321.02,2929.86,3090.66,2826.48,0.9998,1.0019,0.9994,131.8,141.63,128.56,0.346645,0.378875,0.333343,490.71,523.16,472.16
"Jul 7, 2024",58239.43,58371.12,55793.32,3067.41,3072.81,2923.96,1.0002,1.0009,0.9996,143.19,143.19,131.77,0.371184,0.371184,0.345893,527.44,527.44,488.96
"Jul 6, 2024",56659.07,58472.55,56038.96,2981.99,3080.11,2957.40,1.0001,1.0012,0.9998,134.36,144.01,132.61,0.349908,0.372936,0.348542,497.97,530.45,496.66
"Jul 5, 2024",57022.81,57497.15,53717.38,3057.83,3106.15,2826.01,0.9998,1.0010,0.9994,127.61,135.85,122.44,0.362713,0.362713,0.320955,513.61,515.22,456.92
"Jul 4, 2024",60147.14,60399.68,56777.80,3291.82,3309.20,3054.52,0.9989,1.0001,0.9987,140.72,142.51,127.55,0.406721,0.412632,0.362859,556.49,556.89,512.42
"Jul 3, 2024",62034.33,62187.70,59419.39,3416.25,3426.33,3254.52,0.9985,0.9998,0.9983,153.71,154.2,139.52,0.417784,0.42191,0.401298,579.01,579.94,550.42
"Jul 2, 2024",62844.41,63203.36,61752.75,3439.38,3459.76,3399.03,0.999,0.9995,0.9982,146.59,154.71,146.12,0.402877,0.418783,0.40285,576.6,581.03,573.83
"Jul 1, 2024",62673.61,63777.23,62495.51,3432.61,3513.31,3425.32,0.9984,0.9999,0.9983,146.48,148.8,145.82,0.392135,0.407562,0.391472,581.67,587.28,576.14
"Jun 30, 2024",60888.45,62892.83,60632.95,3373.08,3453.21,3352.28,0.9984,0.9996,0.9972,140.01,147.2,137.14,0.383968,0.393233,0.379194,569.17,584.08,567.79
"Jun 29, 2024",60319.88,61097.62,60300.96,3373.69,3401.73,3369.55,0.9981,0.9991,0.9979,139.72,142.82,139.67,0.385415,0.402024,0.383795,566.49,572.94,566.07
"Jun 28, 2024",61612.80,62126.10,59985.40,3445.50,3482.96,3363.44,0.9986,0.9997,0.9978,149.45,150.05,139.31,0.390709,0.395171,0.385192,580.87,584.35,565.01
"Jun 27, 2024",60811.23,62293.86,60585.33,3368.89,3470.92,3362.26,0.9994,0.9999,0.9984,136.61,150.77,135.24,0.384751,0.393204,0.378069,572.36,583.73,566.43
"Jun 26, 2024",61789.68,62434.14,60695.19,3394.37,3421.51,3328.39,0.9997,1.0005,0.9992,136.55,140.17,134.93,0.391861,0.394534,0.383733,578.11,584.2,567.88
"Jun 25, 2024",60266.28,62258.26,60239.75,3350.56,3422.21,3335.56,0.9994,1.0004,0.9992,132.27,139.73,131.3,0.377755,0.396734,0.377367,567.65,579.1,566.9
"Jun 24, 2024",63173.35,63292.53,58601.70,3418.78,3430.70,3244.24,0.9994,1.0005,0.9988,128.6,132.31,123.67,0.380225,0.3809,0.366663,577.22,581.24,552.94
"Jun 23, 2024",64248.96,64491.70,63180.80,3494.95,3519.32,3408.58,0.9996,1.0003,0.9991,133.66,135.01,128.27,0.384794,0.392295,0.380303,590.67,592.77,576.06
"Jun 22, 2024",64113.86,64475.47,63929.76,3516.55,3519.50,3477.17,0.9995,1.0002,0.9992,134.57,136.46,133.14,0.376051,0.389592,0.371937,585.9,590.94,581.14
"Jun 21, 2024",64837.99,65007.55,63378.89,3511.27,3542.96,3447.94,0.9994,1.0003,0.999,133.47,135.23,128.92,0.384248,0.390342,0.374608,587.11,588.71,578.02
"Jun 20, 2024",64960.30,66438.96,64547.85,3559.35,3623.89,3485.46,0.9998,1.0005,0.999,135.61,141.08,132.09,0.383791,0.39679,0.379014,598.77,607.4,584.76
"Jun 19, 2024",65146.66,65695.35,64693.30,3482.35,3583.32,3466.48,0.9996,1.0005,0.9993,137.48,141.67,134.73,0.383565,0.397249,0.380962,588.58,605.73,587.01
"Jun 18, 2024",66490.98,66556.70,64066.96,3510.57,3514.18,3371.59,0.9997,1.0013,0.9993,143.31,143.61,130.29,0.401726,0.402216,0.366577,604.33,604.65,575.76
"Jun 17, 2024",66636.52,67188.32,65094.96,3622.38,3634.29,3468.15,0.9993,1.0002,0.999,151.14,151.58,140.14,0.416388,0.419987,0.393655,610.07,611.94,592.43
"Jun 16, 2024",66189.36,66894.84,66018.25,3566.76,3648.09,3541.53,0.9994,1.0001,0.999,145.42,151.13,143.18,0.413724,0.418128,0.410105,607.81,611.2,601.48
"Jun 15, 2024",66006.74,66402.19,65871.77,3479.79,3589.89,3473.45,0.9995,1.0000,0.9992,143.07,145.54,143.02,0.411686,0.415051,0.408905,603.11,609.05,601.59
"Jun 14, 2024",66747.57,67294.65,65056.89,3467.97,3528.60,3366.22,0.9997,1.0002,0.999,147.28,148.79,140.12,0.421178,0.424121,0.40341,599.48,611.63,590.5
"Jun 13, 2024",68243.10,68365.78,66304.56,3559.73,3559.73,3431.33,0.9998,1.0004,0.9994,155.19,155.19,146.17,0.437818,0.438643,0.419753,619.23,619.3,596.31
"Jun 12, 2024",67321.38,69977.89,66902.45,3497.90,3652.49,3463.78,0.9999,1.0004,0.9995,149.42,161.51,145.82,0.421901,0.443805,0.415993,602.6,634.68,592.29
"Jun 11, 2024",69508.08,69549.41,66123.60,3666.36,3669.89,3434.75,0.9995,1.0004,0.9989,158.93,159.52,145.87,0.440465,0.440938,0.414531,624.4,628.26,597.04
"Jun 10, 2024",69644.31,70146.07,69232.42,3705.88,3711.43,3648.16,0.9999,1.0001,0.9995,162.08,162.83,157.77,0.444101,0.450088,0.436027,673.34,674.31,615.77
"Jun 9, 2024",69297.49,69817.52,69160.84,3680.94,3719.37,3668.12,0.9998,1.0002,0.9997,157.96,162.92,156.77,0.436556,0.445719,0.433257,682.66,684.76,670.81
"Jun 8, 2024",69324.18,69533.32,69210.74,3677.40,3707.50,3669.64,0.9995,1.0002,0.9994,162.5,163.62,157.54,0.449639,0.449639,0.433454,683.37,694.31,678.65
"Jun 7, 2024",70759.19,71907.85,68507.26,3811.67,3838.45,3615.28,0.9996,1.0005,0.9988,170.02,172.44,155.8,0.4581,0.488436,0.434423,710.46,710.84,665.18
"Jun 6, 2024",71082.84,71625.73,70119.13,3864.26,3878.05,3761.78,1.0001,1.0007,0.9993,173.48,174.3,167.86,0.461175,0.461865,0.452339,698.89,720.67,692.99
"Jun 5, 2024",70568.35,71735.41,70390.71,3812.56,3887.49,3778.66,1.0002,1.0006,0.9995,171.8,175.48,171.38,0.461485,0.464712,0.457757,686.2,712.59,685.78
"Jun 4, 2024",68804.57,71047.41,68564.64,3766.48,3831.36,3738.13,0.9998,1.0008,0.9995,164.93,171.82,164.52,0.457038,0.46518,0.453111,626.43,687.4,625.26
"Jun 3, 2024",67753.90,70230.82,67589.84,3780.85,3848.60,3758.92,0.9994,1.0007,0.999,163.25,167.04,161.85,0.446495,0.462357,0.444445,603.05,637.25,601.18
"Jun 2, 2024",67710.27,68409.16,67315.52,3813.28,3834.91,3752.41,0.9993,1.0001,0.999,166.03,166.92,161.65,0.449976,0.453255,0.442422,601.3,604.98,596.16
"Jun 1, 2024",67489.61,67839.77,67386.20,3759.88,3829.29,3749.84,0.999,0.9998,0.9988,165.64,167.74,165.59,0.447461,0.452584,0.445254,593.52,607.58,592.68
"May 31, 2024",68362.52,68999.56,66633.42,3746.86,3843.86,3723.84,0.9997,1.0008,0.9984,166.98,170.63,163.93,0.446581,0.454957,0.444461,595.03,598.42,589.77
"May 30, 2024",67576.09,69500.54,67118.08,3763.36,3823.64,3702.26,0.9987,1.0009,0.9986,168.07,172.42,163.68,0.450995,0.454546,0.443807,594.97,601.67,586.56
"May 29, 2024",68296.35,68852.46,67101.49,3840.24,3880.65,3742.04,0.9989,1.0003,0.9986,168.65,173.64,167.32,0.45699,0.463107,0.450914,601.21,602.93,592.97
"May 28, 2024",69392.20,69514.64,67227.16,3892.10,3924.90,3771.21,0.9992,1.0004,0.9985,170,173.02,164.97,0.467963,0.468437,0.453115,603.53,604.99,593.72
"May 27, 2024",68512.18,70597.88,68232.50,3826.13,3973.56,3821.93,0.9995,1.0005,0.9988,163.35,171.99,163.34,0.458375,0.473999,0.457198,599.83,613.39,599.7
"May 26, 2024",69264.29,69506.23,68183.89,3749.18,3879.47,3732.02,0.9999,1.0008,0.9992,168.44,168.44,161.26,0.462072,0.462364,0.45643,602.19,604.83,598.7
"May 25, 2024",68526.92,69579.32,68515.82,3726.98,3776.01,3710.53,0.9998,1.0008,0.9995,167.8,170.36,166.11,0.459498,0.464271,0.458134,600.23,606.37,599.61
"May 24, 2024",67928.13,69220.30,66622.67,3776.99,3825.12,3631.99,0.9996,1.0008,0.9989,175.99,176.03,162.87,0.46533,0.468916,0.455533,598.67,604.31,588.89
"May 23, 2024",69121.30,70041.27,66356.95,3737.18,3943.55,3552.64,0.9994,1.0007,0.9985,176.86,180.17,167.4,0.48313,0.487635,0.448582,614.67,616.52,581.95
"May 22, 2024",70135.32,70623.70,68977.70,3789.37,3810.95,3655.08,0.9999,1.0006,0.9992,178.12,183.07,175.45,0.494774,0.494924,0.476096,618.42,625.57,610.55
"May 21, 2024",71443.06,71946.46,69191.13,3663.01,3837.37,3628.10,1,1.0005,0.999,186.52,188.49,174.71,0.501749,0.508968,0.491106,600.6,629.86,593.93
"May 20, 2024",66278.74,71483.56,66086.17,3071.86,3690.81,3050.30,0.9999,1.0012,0.9995,170.09,187.45,168.03,0.467602,0.501758,0.462214,574.63,601.56,569.52
"May 19, 2024",66937.93,67694.30,65937.18,3122.82,3137.15,3056.75,1.0002,1.0012,0.9995,172.54,175.19,166.73,0.482408,0.483018,0.4656,580.48,581.88,572.37
"May 18, 2024",67066.21,67387.33,66663.50,3094.55,3146.79,3087.70,1.0005,1.0015,0.9998,169.53,175.78,168.93,0.482,0.485514,0.47655,581.18,581.99,575.02
"May 17, 2024",65231.30,67459.46,65119.32,2945.14,3120.30,2934.11,1.0001,1.0016,0.9998,159.12,171.61,159.12,0.459696,0.489945,0.455974,569.19,584.67,568.84
"May 16, 2024",66256.11,66712.43,64613.05,3036.01,3041.81,2925.09,1.0005,1.0015,0.9997,158.19,164.32,156.77,0.452996,0.461976,0.449552,582.1,586.44,565.76
"May 15, 2024",61553.99,66454.45,61330.41,2881.22,3041.60,2864.74,0.9996,1.0015,0.9993,142.03,158.64,141.35,0.428069,0.454588,0.42675,566.71,587.42,561.13
"May 14, 2024",62900.77,63092.13,61123.77,2949.21,2959.55,2863.55,0.9998,1.0011,0.9991,147.28,148.83,141.91,0.436544,0.437814,0.426998,591.61,592.84,563.42
"May 13, 2024",61451.22,63422.66,60769.84,2928.81,2994.87,2865.13,0.9996,1.0014,0.9992,143.52,150.55,138.03,0.437653,0.452145,0.426159,594.42,597.77,585.52
"May 12, 2024",60793.50,61818.16,60632.60,2911.66,2953.05,2902.20,0.9997,1.0010,0.9992,145.31,147.57,142.88,0.438876,0.442564,0.435251,592.03,599.18,587.8
"May 11, 2024",60793.36,61451.15,60492.63,2909.85,2942.18,2888.08,0.9999,1.0007,0.9993,146.22,147.43,143.33,0.44825,0.450547,0.438543,585.62,594.21,581.9
"May 10, 2024",63055.19,63446.74,60208.78,3036.23,3052.73,2881.00,0.9999,1.0024,0.9993,152.85,155.41,144.94,0.463503,0.467699,0.444465,596.03,596.58,582.05
"May 9, 2024",61191.20,63404.91,60648.07,2973.97,3057.96,2951.22,0.9996,1.0012,0.9993,142.29,153.09,140.79,0.452553,0.464136,0.448433,588.2,602.59,586.73
"May 8, 2024",62332.64,62986.09,60877.13,3006.32,3037.20,2938.47,1,1.0015,0.9994,148.13,149.81,140.17,0.441873,0.467473,0.438005,577.49,589.57,575.15
"May 7, 2024",63162.76,64390.46,62285.98,3062.75,3129.08,3003.01,1,1.0017,0.9996,152.81,159.05,148.08,0.454289,0.455711,0.441812,588.48,599.94,576.72
"May 6, 2024",64038.31,65494.90,62746.24,3137.51,3220.15,3048.24,1.0003,1.0016,0.9996,145.71,156.63,145.58,0.458334,0.474644,0.453099,592.14,601.89,583.37
"May 5, 2024",63892.45,64610.89,62955.30,3117.64,3170.06,3075.59,1.0002,1.0017,0.9998,146.14,147.92,143.48,0.463577,0.465201,0.453556,585.85,595,580.25
"May 4, 2024",62891.03,64494.96,62599.35,3103.62,3167.54,3096.27,1.0006,1.0017,0.9998,143.77,148.94,142.57,0.467544,0.474552,0.463367,587.02,593.19,583.3
"May 3, 2024",59122.30,63320.50,58848.31,2988.13,3127.16,2960.18,1.0001,1.0019,0.9995,137.81,144.96,136.12,0.458284,0.472815,0.447367,560.53,590.24,559.45
"May 2, 2024",58253.70,59602.30,56937.20,2969.79,3015.05,2894.33,0.9986,1.0017,0.9984,134.63,140.28,128.26,0.449866,0.461007,0.440861,561.41,565.46,543.52
"May 1, 2024",60609.50,60780.50,56555.29,3011.02,3020.17,2815.92,0.9991,1.0018,0.9981,126.96,135.11,119.38,0.440815,0.456083,0.419504,578.49,579.33,538.05
"Apr 30, 2024",63839.42,64703.33,59120.07,3215.38,3249.38,2918.23,0.9997,1.0013,0.9981,137.78,139.67,121.64,0.457363,0.462385,0.427744,592.83,603.32,556.17
"Apr 29, 2024",63106.36,64174.88,61795.46,3262.34,3285.47,3116.20,0.9997,1.0015,0.9993,137.86,138.74,133.71,0.460482,0.463061,0.448116,600.07,602.6,583.34
"Apr 28, 2024",63423.52,64321.48,62793.60,3252.25,3351.18,3249.15,0.9994,1.0011,0.999,141.29,144.51,137.23,0.467032,0.477335,0.459919,595.72,607.82,595.72
"Apr 27, 2024",63750.99,63898.36,62424.72,3129.73,3279.45,3071.34,0.9996,1.0010,0.9989,139.1,142.87,134.03,0.462729,0.468935,0.450886,597.71,599.28,586.15
"Apr 26, 2024",64485.37,64789.66,63322.40,3156.38,3166.19,3103.10,0.9998,1.0012,0.9992,144.89,145.85,138.91,0.47102,0.47815,0.462235,614.01,614.83,597.18
"Apr 25, 2024",64275.02,65275.21,62783.63,3139.62,3190.98,3074.80,0.9996,1.0010,0.9991,147.75,149.3,142.26,0.474901,0.479233,0.463569,608.09,617.81,601.78
"Apr 24, 2024",66408.72,67075.37,63589.87,3219.96,3292.92,3105.98,1.0001,1.0011,0.9989,154.7,159.58,145.77,0.500196,0.50984,0.470685,606.84,617.31,592.94
"Apr 23, 2024",66839.89,67199.24,65864.87,3201.59,3264.42,3154.59,1.0003,1.0014,0.9999,157.03,159.94,153.32,0.516885,0.520421,0.498599,605.58,613.54,599.94
"Apr 22, 2024",64935.63,67233.96,64548.18,3147.66,3236.66,3131.37,1.0003,1.0015,0.9998,148.61,158.37,146.99,0.49929,0.521807,0.496845,579.61,608.52,579.14
"Apr 21, 2024",64992.82,65723.24,64277.72,3157.57,3197.51,3119.55,1.0004,1.0013,0.9997,151.13,153.42,147.17,0.505908,0.512266,0.491571,570.96,582.27,567.17
"Apr 20, 2024",63851.10,65442.46,63172.40,3059.48,3170.67,3021.78,1.0007,1.0013,1,142.68,152.1,140.01,0.468784,0.507407,0.466775,554.89,574.1,549.8
"Apr 19, 2024",63510.75,65481.60,59651.39,3065.95,3127.11,2868.80,1.0005,1.0015,0.9996,142.08,147.33,128.86,0.458143,0.475262,0.425702,552.17,564.54,525.03
"Apr 18, 2024",61275.32,64125.69,60833.48,2984.71,3094.84,2956.13,1,1.0017,0.9996,131.87,143.73,128.08,0.444299,0.459905,0.436422,534.41,555.04,527.43
"Apr 17, 2024",63831.85,64486.36,59768.59,3084.92,3123.67,2918.55,1.0005,1.0013,0.9994,136.28,142.6,127.53,0.458607,0.464268,0.430911,537.83,548.04,514.11
"Apr 16, 2024",63419.30,64355.67,61716.40,3101.14,3127.16,2997.75,1.0003,1.0018,0.9998,138.51,140.28,126.87,0.460793,0.476847,0.440479,552.87,554.1,524.22
"Apr 15, 2024",65739.65,66878.65,62332.07,3156.83,3277.56,3026.54,1.0011,1.0019,0.9998,151.3,155.96,134.57,0.468911,0.494594,0.442137,567.22,585.49,546.87
"Apr 14, 2024",63836.23,65824.43,62205.85,3005.55,3174.67,2914.42,1.0013,1.0019,0.9995,139.34,152.5,131.29,0.44791,0.477274,0.43827,554.3,570.26,537.18
"Apr 13, 2024",67188.38,67931.43,60919.11,3242.94,3299.66,2862.39,1.0004,1.0032,0.9991,153.63,154.94,119.83,0.503579,0.5155,0.409073,596.37,599.89,517.27
"Apr 12, 2024",70061.38,71222.74,65254.84,3505.33,3552.59,3103.43,1.0006,1.0014,0.9987,172.58,175.81,145.52,0.586191,0.591456,0.461193,604.89,626.98,575.58
"Apr 11, 2024",70575.73,71256.23,69571.81,3543.45,3616.19,3477.17,1,1.0012,0.9993,173.44,176.24,170.39,0.586254,0.593882,0.577351,610.08,617.47,592.6
"Apr 10, 2024",69140.24,71093.43,67503.56,3505.16,3561.52,3415.18,0.9998,1.0009,0.9992,172.41,175.32,163.81,0.591894,0.593438,0.564811,580.83,610.48,574.46
"Apr 9, 2024",71632.50,71742.51,68212.92,3695.34,3724.92,3455.11,1.0002,1.0010,0.9993,180.78,180.83,169.37,0.614159,0.623213,0.591362,586.9,589.67,574.14
"Apr 8, 2024",69362.55,72715.36,69064.24,3453.50,3727.62,3409.51,0.9999,1.0010,0.9994,179.65,184.3,175.59,0.589472,0.615812,0.580352,584.1,600.89,577.98
"Apr 7, 2024",68897.11,70284.43,68851.63,3354.21,3458.51,3346.11,1.0002,1.0007,0.9995,178.92,182.54,177.07,0.584379,0.595882,0.582689,585.97,590.89,578.72
"Apr 6, 2024",67840.57,69629.60,67491.72,3318.86,3397.59,3308.98,1.0003,1.0007,0.9996,174.5,179.7,173.87,0.574841,0.588323,0.573283,578.97,590.6,575.92
"Apr 5, 2024",68515.76,68725.76,66011.48,3330.01,3345.67,3214.24,1.0004,1.0010,0.9994,183.96,184.98,168.24,0.582955,0.5843,0.562024,585.48,591.33,565.75
"Apr 4, 2024",65975.70,69291.26,65113.80,3311.50,3443.21,3253.32,1.0003,1.0008,0.9989,185.25,190.07,180.51,0.571277,0.596073,0.56202,562.02,597.84,561.35
"Apr 3, 2024",65446.67,66914.32,64559.90,3277.32,3368.11,3205.65,1.0002,1.0009,0.9996,181.17,191.69,177.4,0.580988,0.594003,0.566755,550.68,568,540.25
"Apr 2, 2024",69705.02,69708.38,64586.59,3504.82,3506.96,3215.99,1.0004,1.0012,0.999,192.57,192.57,176.13,0.621685,0.621696,0.575678,576.38,578.13,546.87
"Apr 1, 2024",71333.48,71342.09,68110.70,3647.82,3648.13,3418.70,1,1.0017,0.9997,202.87,204.18,187.49,0.650427,0.650956,0.607714,606.91,607.65,570.05
"Mar 31, 2024",69647.78,71377.78,69624.87,3507.95,3655.22,3507.24,1.0005,1.0013,0.9997,194.38,203.03,194.04,0.644364,0.653083,0.643244,601.01,608.66,600.88
"Mar 30, 2024",69893.45,70355.49,69601.06,3511.83,3566.08,3489.90,1.0005,1.0011,1,192.23,199.73,191.22,0.664424,0.668271,0.643069,612.66,612.99,597.63
"Mar 29, 2024",70744.80,70913.09,69076.66,3561.01,3583.70,3475.73,1.0001,1.0007,0.9995,189.62,192.97,183.65,0.650796,0.666749,0.638028,583.29,619.97,582.47
"Mar 28, 2024",69452.77,71546.02,68895.51,3500.22,3609.71,3465.33,0.9996,1.0006,0.9991,186.36,190.88,181,0.648438,0.657416,0.636376,574.51,591.31,574.2
"Mar 27, 2024",69991.90,71727.69,68381.93,3587.31,3664.38,3460.39,1,1.0004,0.9991,190.7,192.5,180.42,0.665024,0.670158,0.632704,580.16,584.99,565.51
"Mar 26, 2024",69931.33,71535.74,69335.61,3591.09,3678.79,3545.43,1.0002,1.0008,0.999,189.08,196.29,186.75,0.656949,0.682587,0.65408,587.43,597.01,572.81
"Mar 25, 2024",67234.09,71162.59,66414.84,3454.89,3657.12,3421.79,1,1.0013,0.999,183.57,194.43,181.25,0.646152,0.667585,0.639901,567.99,597.66,565.14
"Mar 24, 2024",64070.75,67622.76,63825.85,3336.67,3470.34,3301.28,1.0003,1.0009,0.9996,172.9,186.63,171.67,0.625859,0.647304,0.625546,551.88,572.49,549.53
"Mar 23, 2024",63802.72,65976.40,63038.49,3335.59,3433.76,3273.12,1.0002,1.0008,0.9997,174.36,178.8,171.02,0.613304,0.63863,0.613016,551.78,567.54,544.92
"Mar 22, 2024",65489.93,66623.75,62355.37,3492.90,3541.90,3254.97,0.9998,1.0012,0.9991,179.24,181.32,167.88,0.631873,0.641832,0.600912,553.25,587.73,535.97
"Mar 21, 2024",67911.59,68199.99,64580.92,3514.02,3586.91,3412.22,1.0002,1.0015,0.9993,191.55,195.31,176.28,0.639486,0.646522,0.620028,556.7,570.05,541.66
"Mar 20, 2024",61930.16,68115.26,60807.79,3158.40,3534.83,3059.65,0.9997,1.0013,0.999,170.02,192.91,163.3,0.586914,0.643161,0.572496,507.09,558.95,501.12
"Mar 19, 2024",67556.13,68106.93,61536.18,3518.35,3546.58,3149.29,0.9999,1.0012,0.9985,195.99,198.24,166.18,0.661258,0.664484,0.580711,554.56,559.86,498.56
"Mar 18, 2024",68371.30,68897.13,66594.23,3642.30,3642.50,3456.09,0.9995,1.0007,0.9989,202.12,209.7,194.85,0.681099,0.69641,0.645319,571.09,586.51,540.85
"Mar 17, 2024",65316.34,68845.72,64545.32,3523.03,3676.26,3414.17,0.9993,1.0004,0.9983,181.88,204.29,179.23,0.659535,0.686795,0.633787,576.78,589.64,550.14
"Mar 16, 2024",69392.48,70046.27,64801.39,3736.10,3780.89,3468.08,1.0002,1.0010,0.9987,182.97,197.66,177.46,0.726447,0.733654,0.654741,632.8,641.48,571.29
"Mar 15, 2024",71387.88,72357.13,65630.70,3882.86,3928.78,3571.77,0.9996,1.0025,0.9985,176.68,188.5,165.41,0.750474,0.761962,0.678853,602.97,634.2,547.7
